CVR;Regnskabsår;Påtale (y/n);Antal påtaler;Kontrolår;Revisionsvirksomhed;CVR_Rev_VK;MNE 1
27283748;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne2310
27292305;2014;0;0;2015;DR REVISION GODKENDT REVISIONSANPARTSSELSKAB;36479760;mne34156
27303803;2012;1;3;2014;Gert Ovesen, Registreret Revisor FRR;13364796;mne4326
27306373;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne31429
27308341;2013;0;0;2014;NYBORG ERHVERVSREVISION ApS REGISTREREDE REVISORER;30546792;mne5505
27338895;2014;0;0;2015;ALBJERG STATSAUTORISERET REVISIONSPARTNERSELSKAB;35382879;mne32774
27342442;2013;0;0;2015;HALLERUP OG CO.;16509388;mne7176
27351077;2012/13;1;3;2014;Revisam2000 (tidl. A. ROLF LARSEN, SJÆLLAND A/S);24209849;mne9177
27356567;2014;0;0;2015;TT REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;29168504;mne14773
27369146;2012/13;1;5;2014;Jørgen Gilling;18619407;mne5318
27374336;2011/12;1;8;2014;Revicom ApS (2010);39336316;mne2293
27394590;2013/14;0;0;2015;REVISIONSKONTORET FREDERICIA-VEJLEREGISTRERET REVISIONSANPARTSSELSKAB;32348831;mne7421
27430988;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne10901
27431348;2012/13;0;0;2015;V & CO STATSAUTORISERET REVISIONSANPARTSSELSKAB;34622310;mne31478
27443044;2013;0;0;2014;HØFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER;76637415;mne34373
27453333;2013;0;0;2014;AA REVISIONSANPARTSSELSKABET;27607764;mne17995
27464556;2012/13;0;0;2014;Revision 1 - registrerede revisorer v/Erling Thomsen;91259850;mne17458
27468624;2013;0;0;2014;Gert Ovesen, Registreret Revisor FRR;13364796;mne4326
27478883;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne32172
27483267;2014;0;0;2015;SKATTEINFORM STATSAUTORISERET REVISIONSPARTNERSELSKAB;35394206;mne9880
27491286;2012;1;2;2014;Finn Erik Rasmussen;54472455;mne17356
27492207;2013;0;0;2014;PKF MUNKEBO VINDELEV, STATSAUTORISERET REVISIONSAKTIESELSKAB;14119299;mne29389
27496636;2012/13;0;0;2014;KPM revision, Statsautoriseret revisor;25874927;mne34580
27500994;2013;1;3;2014;Annie Mogensen;11972101;mne6392
27505872;2015;0;0;2015;SKATTEINFORM STATSAUTORISERET REVISIONSPARTNERSELSKAB;35394206;mne9880
27506151;2013/14;0;0;2015;BILLE & BUCH-ANDERSEN REGISTRERET REVISIONSAKTIESELSKAB;18282046;mne12316
27506453;2014;0;0;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne17802
27514324;2012/13;0;0;2014;REVISIONSHUSET I HOLBÆK ApS;87948412;mne15627
27514332;2013/14;0;0;2015;LOU REVISION REGISTRERET REVISIONSAKTIESELSKAB;31579309;mne3763
27527957;2014;0;0;2015;Furesø Revision;27969933;mne7581
27528171;2012/13;1;3;2014;KALLERMANN REVISION A/S STATSAUTORISERET REVISIONSFIRMA;30195264;mne19716
27528643;2013;0;0;2014;BYRIEL SAND/ KIRSTEN BYRIEL SAND;93602455;mne8713
27559468;2014/15;0;0;2016;Revision & Råd Statsautoriseret Revisionsaktieselskab;36923318;mne5260
27560164;2013;1;2;2014;BAYER ApS STATSAUTORISERET REVISIONSVIRKSOMHED;15202580;mne2747
27568785;2015/16;0;0;2016;City Revision A/S;37048755;mne11354
27570615;2013;1;5;2014;Revico v/Poul Mahrt (2010);27795188;mne10279
27611028;2013;0;0;2014;OLE A. FISCHER STATSAUTORISERET REVISIONSANPARTSSELSKAB;25831578;mne4761
27618855;2014;0;0;2015;Erik Andersen;15534397;mne18346
27628850;2013;0;0;2014;EXACTA GRUPPEN ApS;33359128;mne18498
27660606;2014;0;0;2015;Sønderup I/S, statsautoriserede revisorer;31824559;mne32755
27663044;2012;1;2;2015;T. RASMUSSEN REVISION STATSAUTORISERET REVISIONSANPARTSSELSKAB;32942490;mne10032
27673147;2013;0;0;2014;W. KRAGH A/S, STATSAUTORISEREDE REVISORER;16206407;mne10156
25700023;2013;0;0;2014;RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSANPARTSSELSKAB;29316996;mne2526
27719821;2013;1;5;2014;Heden & Fjorden I/S;21728446;mne7895
27719945;2014;0;0;2015;Verifica Statsautoriseret Revisionsvirksomhed;33684096;mne30195
27720188;2013;1;3;2014;Heden & Fjorden I/S;21728446;mne7895
27731511;2015;0;0;2016;REVISIONSCENTRET TØNDER/SKÆRBÆK, GODKENDT REVISIONSAKTIESELSKAB;26812372;mne5657
27732054;2014;0;0;2015;ADDEA REVISION REGISTRERET REVISIONSANPARTSSELSKAB;36074981;mne13723
27732348;2013;0;0;2014;ROBERT SØE-JENSEN;12006888;mne10946
27771602;2013/14;1;1;2014;REVISION & DATA A/S REGISTREREDE REVISORER;12475780;mne1130
27771815;2014/15;0;0;2015;FN Revision;29747792;mne33781
27776671;2013;0;0;2014;EKL REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30175859;mne16839
27826172;2013;0;0;2014;K.E. Simonsen;19381102;mne9390
27905072;2014;0;0;2015;ELISABETH JESSEN;11113575;mne2923
27908578;2014;0;0;2015;ERC REVISION REGISTRERET REVISIONSANPARTSSELSKAB;34205078;mne16306
27908780;2013;0;0;2014;NU-REVI STATSAUTORISERET REVISOR ApS;29839328;mne24841
27909876;2014;0;0;2015;ARIES (tidl. AGENDA REVISION GODKENDT REVISIONSAKTIESELSKAB);26454123;mne34263
27914373;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne9296
27914624;2014;0;0;2015;RAMSØ REVISIONSANPARTSSELSKAB;69061311;mne4269
33754558;2014;0;0;2015;RAMSØ REVISIONSANPARTSSELSKAB;69061311;mne4269
27917089;2015;0;0;2016;REVISIONSCENTRET TØNDER/SKÆRBÆK, GODKENDT REVISIONSAKTIESELSKAB;26812372;mne2474
27918298;2014;0;0;2015;KIRK REVISIONSPARTNERSELSKAB;35642781;mne302
27918476;2012/13;1;1;2014;Revisam2000 (tidl. A. ROLF LARSEN, SJÆLLAND A/S);24209849;mne9177
27919081;2014;0;0;2015;VISTISEN & LUNDE STATSAUTORISERET REVISIONSPARTNERSELSKAB;35658432;mne30207
27922058;2013;1;9;2014;ABM-Revision registreret revisionsvirksomhed v/Birgit Munksgaard;29234590;mne4385
27923771;2013;0;0;2014;REVISIONSHUSET I HOLBÆK ApS;87948412;mne15627
27924476;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne32055
27926061;2013;0;0;2014;BN REVISION REGISTRERET REVISIONSANPARTSSELSKAB;46906012;mne9044
27927882;2013;1;1;2014;FUNDER & OSTENFELD REVISION GODKENDT REVISIONSANPARTSSELSKAB;29628777;mne10155
27928072;2014;0;0;2015;POMMERENCKE ApS;33878370;mne1171
27931316;2014;0;0;2015;VISTISEN & LUNDE STATSAUTORISERET REVISIONSPARTNERSELSKAB;35658432;mne23183
27931448;2013/14;1;1;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne4404
27931960;2014;0;0;2015;REVISION ROSENDAL;30427483;mne7646
27956181;2014;0;0;2015;ERC REVISION REGISTRERET REVISIONSANPARTSSELSKAB;34205078;mne10591
27957854;2014;0;0;2015;Revisor Team Nord;27226566;mne12588
27957919;2013;0;0;2014;TRANBERG, STATSAUTORISERET REVISIONSAKTIESELSKAB;26063655;mne7911
27960022;2012;1;7;2014;NIELS OLE ELLEGAARD. STATSAUTORISEREDE REVISORER ApS;15199989;mne9244
27960340;2013;0;0;2014;Verner Freundlich Larsen;91778750;mne862
27961169;2013;1;2;2014;WYRWIK STATSAUTORISERET REVISIONSANPARTSSELSKAB;16563579;mne6247
27974538;2013;1;2;2014;Annie Mogensen;11972101;mne6392
27974872;2013/14;1;5;2014;Revisoren.nu v/Charlotte V. Bjerre;25151674;mne12578
27976344;2014;0;0;2015;CLAUS MELDGAARD GODKENDT REVISIONSANPARTSSELSKAB;35520201;mne1313
27976859;2012/13;1;5;2014;NÆRREVISION A/S;17524305;mne2320
27989306;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne9940
28108060;2014;0;0;2015;TORLUND, STATSAUTORISERET REVISIONSANPARTSSELSKAB;31165571;mne30121
28108893;2013;0;0;2014;Jørgen Larsen Registreret revisor;54471556;mne18049
28124090;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne10738
28124406;2014;0;0;2015;BAAGØE SCHOU STATSAUTORISERET REVISIONSAKTIESELSKAB;21148148;mne5679
28131909;2014;0;0;2015;HARBOE OG BILLE STATSAUTORISERET REVISIONSANPARTSSELSKAB;33649452;mne33208
28148763;2013;0;0;2014;2talRevision v/Jan Christensen;20935790;mne23138
28153805;2013;0;0;2014;REVISOR-TEAM REGISTRERET REVISIONSPARTNERSELSKAB;35519432;mne1278
28221134;2013;0;0;2014;BJERRE MØLLER PEDERSEN & BERING I/S;10475686;mne2411
28224788;2014;0;0;2015;BILLE & BUCH-ANDERSEN REGISTRERET REVISIONSAKTIESELSKAB;18282046;mne26742
28278225;2012;0;0;2014;Finn Erik Rasmussen;54472455;mne17356
28278306;2012;1;2;2014;Finn Erik Rasmussen;54472455;mne17356
28279000;2013;1;5;2014;HENNING STUDSGAARD REVISION REGISTRERET REVISIONSAKTIESELSKAB;25121260;mne1495
28287461;2014/15;0;0;2016;MOGENS KIBSGAARD. STATSAUTORISERETREVISIONSANPARTSSELSKAB;67425618;mne8311
28292988;2014;0;0;2015;PC-Revision Gentofte;30969103;mne2657
28294395;2014;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne27773
28295294;2014;1;1;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne9383
28295480;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne16615
28297335;2014;1;1;2015;LMO I/S;30869052;mne2276
28297475;2014;0;0;2015;Talsnedkeren v/Kurt Friborg Jensen;36279079;mne5883
28297718;2013;0;0;2015;LMO I/S;30869052;mne7049
28297920;2014;0;0;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne26734
28299494;2014;1;1;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne10771
28310161;2015/16;1;1;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne32169
28313918;2014;0;0;2014;RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSANPARTSSELSKAB;29316996;mne15578
28315112;2014;0;0;2015;REVI-MIDT GODKENDT REVISIONSPARTNERSELSKAB;34480370;mne26645
28317921;2013;0;0;2014;REVISIONSHUSET I HOLBÆK ApS;87948412;mne15627
28323786;2014/15;0;0;2015;BJ REGNSKAB, REGISTRERET REVISIONSANPARTSSELSKAB;32651674;mne2995
28324278;2011/12;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne27841
28335164;2014;0;0;2015;ARIES (tidl. AGENDA REVISION GODKENDT REVISIONSAKTIESELSKAB);26454123;mne34263
28371306;2014;0;0;2015;Ole Hansen ApS;F4520;mne6568
28477732;2014;0;0;2015;Talsnedkeren v/Kurt Friborg Jensen;36279079;mne5883
28482515;2013;0;0;2014;ND Revision Randers registreret revisionsinteressentskab;28258046;mne7382
28489102;2014;0;0;2015;GILFELT REVISION REGISTRERET REVISIONSANPARTSSELSKAB;28108303;mne7581
28491999;2013;1;2;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne10056
28493185;2014;0;0;2015;Revisorgruppen v/Eva Kristensen og Lars Gotfredsen I/S;35071199;mne7625
28505361;2013/14;0;0;2014;Gert Olander, Statsautoriseret revisor;29048061;mne10189
28516665;2012/13;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne645
28518714;2012/13;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne2332
28520069;2014;0;0;2015;3H Revision, Statsautoriseret revisor;98088857;mne6428
28655096;2013;0;0;2014;REVISIONSCENTRET I PADBORG ApS;25859766;mne1153
28660936;2013;1;1;2014;Bæk Revision;16557390;mne16828
28666993;2013;0;0;2014;Loydd Eriksen registreret revisor;27791549;?
28669208;2014;1;2;2015;REVIRK RÅDGIVNING STATSAUTORISERETREVISIONSANPARTSSELSKAB;31934354;mne32052
28678711;2013;1;2;2014;NÆRREVISION A/S;17524305;mne16682
28681437;2013;1;9;2014;BORREGAARD & MAAGAARD;18018594;mne1060
28685785;2014;0;0;2014;REVISIONSCENTRET AABENRAA GODKENDTREVISIONSAKTIESELSKAB;29695636;mne689
28689098;2013;0;0;2014;JWS REVISION GODKENDT REVISIONSAKTIESELSKAB;27015476;mne2103
28692889;2014;0;0;2014;REVISIONSCENTRET AABENRAA GODKENDTREVISIONSAKTIESELSKAB;29695636;mne689
28693230;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne23304
28696078;2013;1;2;2014;F. Bøgh Jørgensen Registrerede Revisorer ApS;19569446;mne15276
28696302;2014;0;0;2015;PART NORD REVISION ApS;17178687;mne7005
28700210;2014;0;0;2015;BILLE & BUCH-ANDERSEN REGISTRERET REVISIONSAKTIESELSKAB;18282046;mne31385
28702116;2014;0;0;2015;LandboNord;25049608;mne5698
28702175;2013;0;0;2014;REVISION 2 A/S;16968137;mne34092
28704100;2012/13;0;0;2014;LUND & Tjørring CHRISTIANSEN I/S (tidl. Lund & Christiansen);10623685;mne6614
28708092;2013;1;2;2014;Revico v/Poul Mahrt (2010);27795188;mne10279
28711042;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne21336
28711484;2013;1;5;2014;MARQUARD REVISION ApS;34526117;mne6251
28711581;2013;0;0;2014;REVISION 2 A/S;16968137;mne34092
28842821;2013/14;1;2;2014;TORBEN JENSEN GODKENDT REVISIONSANPARTSSELSKAB;27521975;mne7908
28851189;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne33690
28851383;2014;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne10427
28853602;2014;1;6;2015;LOU REVISION REGISTRERET REVISIONSAKTIESELSKAB;31579309;mne3763
28857438;2013;0;0;2014;JOOST & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;63778710;mne29388
28858221;2013;1;1;2014;TØNDER REVISION, REGISTRERET REVISIONSAKTIESELSKAB;29142807;mne8329
28859694;2012/13;1;10;2014;NIELS OLE ELLEGAARD. STATSAUTORISEREDE REVISORER ApS;15199989;mne9244
28859961;2013;1;5;2014;Q-REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30276019;mne3409
28861524;2014;1;1;2015;PC-Revision Gentofte;30969103;mne2657
28864698;2013;1;1;2015;ERC REVISION REGISTRERET REVISIONSANPARTSSELSKAB;34205078;mne16515
28868529;2014;1;4;2015;Revision Kjellerup (tidl. Torben Jakobsen) ;72461312;mne5824
28874928;2014;0;0;2015;KVALITETSREVISION GODKENDT REVISIONSPARTNERSELSKAB;36480254;mne34329
28890192;2013;0;0;2014;FUNDER & OSTENFELD REVISION GODKENDT REVISIONSANPARTSSELSKAB;29628777;mne17429
28891547;2014;0;0;2015;REVI-MIDT GODKENDT REVISIONSPARTNERSELSKAB;34480370;mne29356
28903359;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne23324
28964684;2014/15;1;1;2015;JESS KIRCH ANDERSEN;18288389;mne15275
28966148;2013;1;4;2014;MOGENS DREJER;79327611;mne2622
28972946;2014;0;0;2015;BGR (tidl. BGR Revision statsautoriseret revisionsvirksomhed v/Boye G. Rynord);20554401;mne26720
28974671;2013;0;0;2014;Mer Revision A/S;32344720;mne560
28982224;2013;0;0;2014;Revisam2000 (tidl. A. ROLF LARSEN, SJÆLLAND A/S);24209849;mne9177
28984367;2013;0;0;2014;REVIØST REGISTRERET REVISIONSANPARTSSELSKAB;21164577;mne11349
28989466;2014;0;0;2015;REVISIONSKONTORET FREDERICIA-VEJLEREGISTRERET REVISIONSANPARTSSELSKAB;32348831;mne2574
28992904;2013;1;7;2014;ERIK JØRGENSEN;48732313;mne8314
29011516;2015/16;0;0;2016;Revision Køge;28053665;mne3443
29094993;2014;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne9246
29138613;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne27735
29141185;2013/14;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne8353
29141843;2013;0;0;2014;KORSGAARD REVISION A/S;13835640;mne17139
29151563;2014;0;0;2015;CR Revision, Registeret revisor;31115086;mne11019
29170193;2013;1;1;2014;LØNBORG REVISION V/EBBE LØNBORG;10851947;mne916
29171289;2014/15;0;0;2015;KOVSTED & SKOVGÅRD, REVISION & RÅDGIVNING, STATSAUTORISERET REVISIONSAKTIESELSKAB;31262089;mne8361
29172293;2011/12;0;0;2014;SR REVISION GODKENDT REVISIONSAKTIESELSKAB;19536890;mne1167
29173710;2014;0;0;2015;HARBOE CONSULT ApS - GODKENDT REVISIONSVIRKSOMHED;35649417;mne661
29175667;2013;1;4;2014;danrevi Assens v/registreret revisor Per Johansen;17632841;mne2959
29178453;2014/15;0;0;2015;JST Revision;26344735;mne32067
29180156;2012;1;7;2014;Zimmermann revision;17124587;mne11286
29183473;2014/15;0;0;2015;SØHØJLANDETS REVISION REGISTRERET REVISIONSANPARTSSELSKAB;31888026;mne4596
29184720;2013;1;1;2014;HKP REVISION;12354746;mne3364
29185069;2013;0;0;2014;MOORE STEPHENS DANMARK. STATSAUTORISERET REVISIONSAKTIESELSKAB;13864578;mne30153
29188955;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne21328
29199094;2014;0;0;2015;KIRK REVISIONSPARTNERSELSKAB;35642781;mne741
29200610;2012/13;1;2;2014;NOE & KIRKEGAARD, REGISTREREDE REVISORER A/S;15050586;mne34265
29203636;2014;0;0;2015;Mette Storgaard Høffner;18897385;mne11058
29210055;2013;1;4;2014;Heden & Fjorden I/S;21728446;mne17625
29212465;2013;1;1;2014;FLEMMING JUHL NIELSEN;14135308;mne888
29214689;2014;0;0;2015;ATTIRI STATSAUTORISERET REVISIONSAKTIESELSKAB;33357966;mne28659
29217610;2011/12;0;0;2014;midt revision;28397216;mne7491
29218609;2013;1;2;2014;A Revision/ Steen Aagaard St. Aut. Revisor;18186144;mne2268
29218846;2013;0;0;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne1006
29219834;2013/14;0;0;2015;LUNI REVISION I/S;17811371;mne7492
29225532;2015;0;0;2015;DIN REVISOR ApS REGISTRERET REVISIONSSELSKAB;35407359;mne34273
29226083;2013/14;0;0;2015;Bidstrup Revision v/ Inge Bidstrup;17578235;mne18296
29226318;2013/14;0;0;2015;REVISIONSKONTORET FREDERICIA-VEJLEREGISTRERET REVISIONSANPARTSSELSKAB;32348831;mne2574
29226598;2013;0;0;2014;LEICHT SIMONSEN STATSAUTORISERET REVISOR ApS;10415837;mne8819
29226881;2013;0;0;2014;Mogens Andersen;26386330;mne5529
29226989;2013;1;3;2014;Landbo Limfjord;26243076;mne2389
29240922;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne32085
29246491;2015;1;1;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne23304
29291535;2012/13;0;0;2014;KVIST & JENSEN, HADSUND, STATSAUTORISEREDE REVISORER A/S;29313075;mne1968
29300356;2013;1;5;2014;POUL E SUNDSTRUP;72528417;mne9790
29305501;2014;0;0;2015;NORDLAND REVISION-NORDLAND REGISTREREDE REVISORER ApS;25518942;mne12245
29305668;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne17323
29309515;2014;1;4;2015;Aksel Christensen;18770407;mne10221
29310246;2013;1;1;2015;PIASTER REVISORERNE, STATSAUTORISERET REVISIONSAKTIESELSKAB;25160037;mne29455
29312826;2013;0;0;2014;ULLA LÆRKE, REGISTREREDE REVISORER ApS;25768108;mne4221
29316317;2012/13;1;2;2014;AKTIV REVISION SILKEBORG REGISTRERET REVISIONSANPARTSSELSKAB;14788107;mne2903
29326304;2014;1;3;2014;COMPLET REVISION REGISTRERET REVISIONSANPARTSSELSKAB;30077288;mne26873
29334870;2014;0;0;2015;REVISIONSKONTORET FREDERICIA-VEJLEREGISTRERET REVISIONSANPARTSSELSKAB;32348831;mne3775
29387540;2013;0;0;2014;ROESGAARD & PARTNERS STATSAUTORISERET REVISIONSAKTIESELSKAB;25802063;mne18618
30514041;2013;0;0;2014;NET-REVISION ApS;29389918;mne4028
29391963;2013;0;0;2014;bp-revision v/Bent Pedersen;15735376;mne10769
29395748;2013;1;4;2014;MARQUARD REVISION ApS;34526117;mne6251
29396086;2014;0;0;2015;REVISIONSCENTRET FRIER REGISTRERETREVISIONSANPARTSSELSKAB;12697791;mne7521
29399298;2013;0;0;2014;SR REVISION GODKENDT REVISIONSAKTIESELSKAB;19536890;mne1167
29399441;2013;1;2;2014;Heden & Fjorden I/S;21728446;mne8433
29399468;2013;1;9;2014;Heden & Fjorden I/S;21728446;mne8433
29399905;2014;0;0;2015;Plenge Revision;35944885;mne35446
29400679;2012/13;1;1;2014;REVISIONSKONTORET I VIDEBÆK A/S;33750889;mne33679
29401101;2014;0;0;2015;REVISION FYN REGISTRERET REVISIONSANPARTSSELSKAB;31896444;mne16656
29408025;2014/15;0;0;2015;JENSEN Regnskab & Rådgivning, statsautoriseret revisionsvirksomhed;26776279;mne9938
29408394;2014;0;0;2015;KVALITETSREVISION GODKENDT REVISIONSPARTNERSELSKAB;36480254;mne343
29421765;2014;1;1;2015;T. RASMUSSEN REVISION STATSAUTORISERET REVISIONSANPARTSSELSKAB;32942490;mne10032
29421919;2013;0;0;2014;DANSK REVISION HOLBÆK REGISTRERET REVISIONSPARTNERSELSKAB;28853343;mne34375
29428867;2012/13;1;3;2014;Vedbæk Revision v/Lillian Hauermann Lindgreen;14262172;mne11060
29446520;2012/13;0;0;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne6392
29449570;2013;0;0;2014;REVIPLAN A/S;37670219;mne2336
29472394;2013;0;0;2014;BYRIEL SAND/ KIRSTEN BYRIEL SAND;93602455;mne8713
29476012;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne13914
29485461;2014;0;0;2015;NF PLUS REVISION GODKENDT REVISIONSANPARTSSELSKAB;36031719;mne17274
29511985;2012/13;1;3;2014;Vedbæk Revision v/Lillian Hauermann Lindgreen;14262172;mne11060
29513198;2013;1;3;2014;REVISION KØBENHAVN GODKENDT REVISIONSPARTNERSELSKAB;34619654;mne692
29513406;2013/14;0;0;2015;ECO REVISION ApS;35891986;mne33755
29519382;2014;0;0;2015;Revisorgruppen v/Eva Kristensen og Lars Gotfredsen I/S;35071199;mne7625
29520747;2013;1;1;2014;NOE & KIRKEGAARD, REGISTREREDE REVISORER A/S;15050586;mne34265
29521549;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne32172
29522022;2014;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne11696
29525501;2014;1;2;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne24817
29527768;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne32779
29529140;2013;0;0;2014;KLOSTER REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30926536;mne8329
29530696;2013;1;6;2014;REVISORHUSET HOLSTEBRO P/S;32341799;mne11122
29532273;2013;1;1;2014;KBO REVISION V/KIM BIRK OLESEN;14899146;mne1089
29534411;2013;0;0;2014;NET-REVISION ApS;29389918;mne4028
29535701;2013;1;1;2014;HENNING STUDSGAARD REVISION REGISTRERET REVISIONSAKTIESELSKAB;25121260;mne1495
29537038;2014;0;0;2015;Talkompagniet Statsautoriseret revisionsvirksomhed;33534841;mne33854
29554358;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne15091
29565724;2013;1;1;2014;AB REVISION. HEDENSTED ApS ;14767134;mne1190
29609802;2013/14;0;0;2014;EKL REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30175859;mne16839
29609969;2014;0;0;2015;PIASTER REVISORERNE, STATSAUTORISERET REVISIONSAKTIESELSKAB;25160037;mne35462
29611513;2012/13;0;0;2014;REVISION- OG REGNSKABSKONTORET ApSREGISTREREDE REVISORER;28902867;mne17021
29617538;2013;0;0;2014;MIDTBYENS REVISION V/BIRTHE PEDERSEN;14249990;mne4368
29622256;2014;0;0;2015;Revisorgruppen v/Eva Kristensen og Lars Gotfredsen I/S;35071199;mne12451
29623538;2013;1;6;2014;AKTIV REVISION SILKEBORG REGISTRERET REVISIONSANPARTSSELSKAB;14788107;mne2903
29625638;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne33677
29626391;2014;0;0;2014;I.H.Revision v/ Hanne Henningsen;19617203;mne12580
29626812;2014;0;0;2015;Talsnedkeren v/Kurt Friborg Jensen;36279079;mne5883
29633207;2013;0;0;2014;bp-revision v/Bent Pedersen;15735376;mne5502
29634742;2013;1;2;2014;TRANBERG, STATSAUTORISERET REVISIONSAKTIESELSKAB;26063655;mne7911
29636176;2013;0;0;2014;WOIREMOSE & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;25735560;mne11637
29638454;2013;1;1;2015;CR Revision, Registeret revisor;31115086;mne11019
29638535;2013;1;2;2014;JAN ANDERSEN;77966668;mne2317
29664048;2013;1;2;2014;PROFIL REVISION A/S;59051318;mne749
29690332;2013/14;0;0;2014;JØRGEN LARSEN I/S;14678085;mne18049
29692548;2013/14;0;0;2015;BJ REGNSKAB, REGISTRERET REVISIONSANPARTSSELSKAB;32651674;mne2995
29692912;2014/15;0;0;2015;Tommy Larsen v/Tommy Larsen;98727558;mne730
29754454;2014;0;0;2015;BMK REVISION ApS;34702802;mne657
29786658;2012/13;0;0;2014;Dissing Revision Reg.revisor Robert D. Hansen;42395358;mne3888
29787441;2013;0;0;2014;Bornholms Revision, Statsautoriserede revisorer;20542187;mne15625
29791740;2013;0;0;2014;LØNBORG REVISION V/EBBE LØNBORG;10851947;mne916
29801843;2014;1;2;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne9231
29807221;2013;1;4;2014;Bornholms Landbrug;29441677;mne6184
29807248;2013;1;5;2014;Bornholms Landbrug;29441677;mne6184
29809984;2012/13;0;0;2014;MEISNER REVISION REGISTRERET REVISIONSANPARTSSELSKAB;25878515;mne6197
29816301;2013;1;4;2014;NÆRREVISION A/S;17524305;mne2320
29818819;2013;1;3;2014;Zimmermann revision;17124587;mne11286
29820406;2013;0;0;2014;DVU STATSAUTORISERET REVISIONSAKTIESELSKAB;21860506;mne16627
